S. No,Br. No,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
47,9148,07-Feb-15,61768,13th Finance,13th Finance-2013-14(UGD),Hanchinmani Nagesh R,ºÀÄ§â½î ªÁqÀđ  £ÀA. 34 «zÁå£ÀUÀgÀ ¥ÉÆĂ°¸ï ¸ÉÖĂ±À£À gÀ¸ÉÛUÉ ºÁUÀÆ dPÀgÀrØ D¸ÀàvÉæ gÀ¸ÉÛAiÀÄ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁPÀÄªÀÅzÀÄ.,Providing and laying UGD at vidyanagar police station road and jakareddy hospital in w.no.34,18-Feb-15,444082,19-Feb-15,444082
48,9510,25-Feb-15,61587,13th Finance,13th Finance(P)2011-12(UGD),Hiremath  Jaidev J,ºÀÄ.«.zÀ ªÁqÀđ £ÀA 48 gÀ ZÉĂvÀ£Á PÁ®¤AiÀÄ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ªÀiÁUÀđ ºÁPÀÄªÀÅzÀÄ.,Regarding UGD line Roads Works at Chetana Colony Roads in ward No : 48,04-Mar-15,97122,04-Mar-15,97122
49,9861,04-Mar-15,63765,13th Finance,13th Finance(P)2012-13(Drain),Tarlagatti C.Y.,ºÀÄ.«.ªÁqÀđ £ÀA 35 gÀ vÉÆĂ¼À£ÀPÉĂj vÀÄA© ºÀjzÀ£ÀAvÀgÀ ºÉÆgÀ ¤ĂgÀÄ ºÉÆĂUÀ®Ä PÁ½zÁ¸À £ÀUÀgÀ PÁæ¸À ªÀgÉUÉ Dgï.¹.¹ vÉgÉzÀ ZÀgÀAr ¤«Äđ¸ÀÄªÀÅzÀÄ.,Regarding Drain Work At Tholankeri To Kalidas nagar Cross in ward no 35.,10-Mar-15,1047511,11-Mar-15,1047511
50,9868,05-Mar-15,63768,13th Finance,13th Finance-2013-14(Drain),Tarlagatti C.Y.,ºÀÄ§â½î ªÁqÀđ £ÀA. 35 vÉÆĂ¼À£À PÉgÉvÀÄA© ºÉZÁÑUÁzÀ ¥ÀæªÁºÀÀ ¤ĂgÀÄ  ²gÀÆgÀ ¥ÁPÀđ ºÀwÛgÀ GtPÀ¯ï £Á¯Á ªÀgÉUÉ  §¢AiÀÄ «£Áå¸ÀUÀ½UÉ vÉÆAzÀgÉ DUÀzÀAvÉ Dgï.¹.¹ ZÀgÀAr ¤«Äđ¸ÀÄªÀzÀÄ,Providing and contruction of RCC open drain to unakle nala to drain off exess flow from tolenkeri in w.no.35,10-Mar-15,1736919,11-Mar-15,1736919
51,9941,07-Mar-15,53283,13th Finance,13th Finance-2012-13(UGD),Talewad N.H.,"EAqÉAmï £ÀA.7293, ºÀÄ.«.ªÁqÀđ £ÀA.61gÀ PÁgÀªÁgÀ gÀ¸ÉÛAiÀÄ ªÁlgÀ mÁQ¬ÄAzÀ d£ÀvÁ PÁél¸Àđ CAiÉÆĂzÁå£ÀUÀgÀ M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁPÀÄªÀÅzÀÄ.",Providing under drainage to Karwar road water tank to Janata Quorters Ayodhyanagar in ward No.61 Hubli,12-Mar-15,265659,12-Mar-15,265659
52,9974,11-Mar-15,57795,13th Finance,13th Finance(P)2011-12(Electrical),Deepa Solar Lighting Systems,ºÀÄ.«.ªÁqÀđ £ÀA 47 gÀ ¦PÁPï ºÉÆĂmÉ®¢AzÀ zÉĂ¸Á¬Ä ¸ÀPÀđ¯ï ªÀÄÆ®PÀ CA¨ÉĂqï̀gï ªÀÈvÀÛzÀªÀgÉV£À «.L.¦ gÀ¸ÉÛUÉ J¯ï.E.r ©Ă¢ ¢Ă¥À C¼ÀªÀr¸ÀÄªÀÅzÀÄ,Regarding Electrical Street Lights works at Desai Circle Roads in ward No 47,26-Mar-15,846870,28-Mar-15,846870
53,10462,26-Mar-15,69157,13th Finance,13th Finance(P)2012-13(Garden),Doddamani S.M.,"ºÀÄ.«.ªÁqÀđ.£ÀA.31gÀ ªÀÄzsÀÄgÁ ZÉĂvÀ£Á PÁ®¤ GzÁå£ÀªÀ£ÀzÀ C©üªÉĂ¢̃, §tÚ ºÀZÀÄÑªÀÅzÀÄ, DnUÉ ¸ÁªÀiÁ£ÀÄUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀzÀÄ.",Regarding Development of garden work at Madhura chetana colony in ward no31,30-Mar-15,623999,30-Mar-15,623999
54,10288,20-Mar-15,64232,13th Finance,13th Finance-2013-14(Drain),Sunagar .B.J.,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03 ªÁqÀđ £ÀA 15gÀ ºÉÆ¸ÀAiÀÄ¯Áè¥ÀÆgÀ ªÀÄÄRågÀ¸ÉÛ §½ EgÀÄªÀ ªÀÄ¼É ¤ĂgÀÄ ZÀgÀArAiÀÄ£ÀÄß DAiÀÄƯ ¨sÁUÀzÀ°è ¸ÀÄzsÁgÀuÉ ªÀiÁqÀÄªÀÅzÀÄ. (EAqÉĂ£ïÖ £ÀA. 17234),Improvements of New yallapur Main Road  in rain water drainage  in ward no 15,27-Mar-15,425603,30-Mar-15,425603
55,8535,06-Feb-14,45213,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Mahalingashetti and Company Ltd,1) ºÀÄ.«.ªÁqïđ £ÀA 33gÀ gÁeÉĂAzÀæ ¥Àæ¸ÁzÀ PÁ¯ÉÆĂ¤ gÀ¸ÉÛ qÁA§jĂPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ. 2) ºÀÄ.«.ªÁqïđ £ÀA 33gÀ GzÀAiÀÄ£ÀUÀgÀ ªÀÄvÀÄÛ ²ªÀVj ±ÁPÁA§j ¯ÉĂOmï gÀ¸ÉÛUÀ¼À£ÀÄß C©üªÀÈ¢Ư ¥Àr¸ÀÄªÀÅzÀÄ.,1) Aspalting to road at rajendra prasad colony Ward No 33. 2) Improvements to internal roads at udaynagar and asphalting to shivagiri shakambari layout roads.,17-Jun-14,701583,21-Nov-14,701583
56,3939,20-Jan-14,45340,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Jadhav V.S.,zsÁ.«.ªÁ.£ÀA. 19 gÀ ±ÁA¨sÀ« PÁ®¤ 1£ÉĂ ºÁUÀÆ 2£ÉĂ PÁæ¸ï gÀ¸ÉÛ ¸ÀÄzsÁgÀuÉ ªÀiÁqÀÄªÀÅzÀÄ.ªÀÄvÀÄÛ ªÁqÀđ £ÀA. 20 AiÀiÁ®Q̀ ±ÉlÖgÀ PÁ®¤ CA¨ÉĂqÀ̀gÀ ªÀÄÄRågÀ¸ÉÛ¬ÄAzÀ ¹.JA.r.Cgï PÀZÉĂjªÀgÉV£À gÀ¸ÉÛ ¸ÀÄzÁgÀuÉ ªÀiÁqÀÄªÀÅzÀÄ. ªÁ £ÀA. 20 zÁ£ÉĂ±Àéj£ÀUÀgÀ d£ÀßvÀ£ÀUÀgÀ ºÁUÀÆ AiÀiÁ®Q̀ ±ÉlÖgÀ PÁ®¤ gÀ¸ÉÛ ¸ÀÄzsÁgÀuÉ ªÀiÁqÀÄªÀÅzÀÄ.,Improvement of Road of shambhavi colony 1st and 2nd cross at Dharwad,28-Jun-14,467513,21-Nov-14,467513
57,3069,18-Jul-14,42114,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Hanji C Vinayak,UÀÄ®UÀAfPÉÆ¥Àà ¸Àä±Á£ÀzÀ C©üĂªÀÈ¢̃ ¥Àr¸ÀÄªÀzÀÄ,Improvements of Burier ground in Gulaganji koppa,30-Jul-14,1124708,21-Nov-14,1124708
58,10010,26-Mar-14,56168,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Midmac Infrastrucutre Pvt Ltd. (S.K.S),ºÀÄ.«.ªÁqÀđ £ÀA 34 ªÀÄvÀÄÛ 35 gÀ «zÁå£ÀUÀgÀ ¥ÉÆĂ°¸À ¸ÉÖĂ±À£À¢AzÀ ¯ÉÆĂPÀ̀¥À£À ºÀPÀ̀¯ PÁæ¸ï ªÀgÀUÉ gÀ¸ÉÛ PÁªÀÄUÁj.,Regarding Road Works  At Vidya Nagar Police Station To Lokkapan Hakkal Cross. ward in 34 and 35.,17-Jul-14,424319,21-Nov-14,424319
59,4991,22-Sep-14,64410,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Shah Electricals,ºÀÄ§â½î «¨sÁUÀzÀ QvÀÆÛgÀ ZÀ£ÀßªÀÄä ¸ÀPÀđ¯ï ºÀwÛgÀ J¯ï.E.r.©Ă¢ ¢Ă¥À C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Supplying and fixing of LED Street Light at Kitur chennamma Circle around of hubli division.,25-Sep-14,377050,06-Dec-14,377050
60,5107,25-Sep-14,64250,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Shah Electricals,GzÀAiÀÄ ºÁ¸ÉÖĂ® ¸ÀPÀđ¯ï¢AzÀ D£ÀAzÀPÀAzÀ £ÀUÀgÀ PÁæ¸ÀªÀgÉUÉ J®Er ©Ă¢ ¢Ă¥ÀUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀzÀÄ,Regarding LED Street Light Work At Uday Hostel Circle To Anand Kand Nagar Cross.,27-Sep-14,181395,06-Dec-14,181395
61,5108,25-Sep-14,64249,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Shah Electricals,dÄå©° ¸ÀPÀđ¯ï¢AzÀ  «dAiÀiÁ gÉÆĂqÀ jĂUÀ® ¸ÀPÀđ¯ï ªÀiÁUÀđªÁV ²ªÁf ¸ÀPÀđ¯ïªÀgÉUÉ J®Er ©Ă¢ ¢Ă¥ÀUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀzÀÄ,Regarding LED Street Light Work At Jubli Circle To Vijay Road Rigal Circle to Shivaji Circle.,27-Sep-14,556995,06-Dec-14,556995
62,5109,25-Sep-14,64246,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Shah Electricals,PÉ¹r ¸ÀPÀđ¯ï¢AzÀ ¸À¥ÁÛ¥ÀÆgÀ ªÀiÁUÀđªÁV ¸ÀªÀđªÀÄAUÀ¼À D¸ÀàvÉæ  ªÀÈvÀÛzÀªÀgÉUÉ J®Er ©Ă¢ ¢Ă¥ÀUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀzÀÄ,Regarding LED Street Light Work At KCD Circle To Saptapur Road To Sarvamangal Hospital Circle.,27-Sep-14,575675,06-Dec-14,575675
63,5112,25-Sep-14,64240,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Shah Electricals,dUÀeÉÆåĂw §¸ÀªÉĂ±ÀégÀ ¸ÀPÀđ¯ï¢AzÀ £ÁAiÀÄPÀ & PÀA¥À¤ ¸ÀPÀđ¯ï(¦.©.gÉÆĂqÀ PÁæ¸À)ªÀgÉUÉ J®Er ©Ă¢ ¢Ă¥ÀUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀzÀÄ,Regarding LED Street Light Work At Jagajyothi Basaveshwar Circle To Nayak Company Circle( P.B. Road Cross ),25-Sep-14,179795,06-Dec-14,179795
64,5113,25-Sep-14,64244,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Shah Electricals,UÁA¢üZËPÀ¢AzÀ dÄå©° ¸ÀPÀđ¯ïªÀgÉUÉ J®Er ©Ă¢ ¢Ă¥ÀUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀzÀÄ,Regarding LED Street Light Work At Gandhi Chowk To Jubli Circle,27-Sep-14,458600,06-Dec-14,458600
65,1846,10-Jun-14,45396,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Gudageri Prakash,EAqÉĂmï £ÀA 1433 1) d£ÀvÁ PÁ®¤ ¥Áèl UÁA¢üªÁqÀ PÉÆ¼ÀZÉ ¥ÀæzÉĂ±À C©üªÀÈ¢̃ (287),Improvements to Roads at Janatha Colony Plot Ghandhiwada (Slum Improvements),13-Aug-14,425332,17-Dec-14,425332
66,4996,22-Sep-14,64593,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Devagiri Electricals,ºÀÄ§â½î «¨sÁUÀzÀ ¹zÁ̃gÀÆqÀªÀÄoÀzÀ ªÀÄÄRå gÀ¸ÉÛAiÀÄ°è J¯ï.E.r.©Ă¢ ¢Ă¥À C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Supplying and fixing of LED street Light at Sidaroad Math main road of hubli division.,25-Sep-14,584435,17-Dec-14,584435
67,4988,22-Sep-14,64541,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Devagiri Electricals,ºÀÄ§â½î «¨sÁUÀzÀ EAr¥ÀA¥À ªÀÈvÀÛ¢AzÀ £ÀÆå EAVèĂµï ¸ÀÆ̀¯ï ªÀÈvÀÛªÀgÉUÉ J¯ï.E.r.©Ă¢ ¢Ă¥À C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Supplying and fixing of LED at Indipump to New english school of hubli division,25-Sep-14,559655,17-Dec-14,559655
68,4993,22-Sep-14,64539,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Devagiri Electricals,ºÀÄ§â½î «¨sÁUÀzÀ vÀÄ¼ÀeÁ ¨sÀªÀ¤ UÀÄrÄAzÀ ¸ÀAUÉÆ½î gÁAiÀÄtÚ ¥ÀÄvÀÜ½ªÀgÉUÉ J¯ï.E.r.©Ă¢ ¢Ă¥À C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Supplying and fixing of LED Street Light at Tuljabhavani temple to Sangoli rayanna statue of hubli division.,25-Sep-14,308595,17-Dec-14,308595
69,4985,22-Sep-14,64496,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Devagiri Electricals,ºÀÄ§â½î «¨sÁUÀzÀ ¹©n¢AzÀ ¸ÉÖĂ±À£ï ©æqÀÓªÀgÉUÉ J¯ï.E.r.©Ă¢ ¢Ă¥À C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Supplying and fixing of LED Street Ligt at CBT to Station road bridge of hubli division.,25-Sep-14,441270,17-Dec-14,441270
70,4995,22-Sep-14,64502,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Devagiri Electricals,ºÀÄ§â½î «¨sÁUÀzÀ PÀÆ¦àPÀgÀ gÉÆĂqÀ¢AzÀ zÀÄUÀđzÀ¨ÉÊ¯ï ªÀÈvÀÛzÀªÀgÉUÉ J¯ï.E.r.©Ă¢ ¢Ă¥À C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Supplying and fixing of LED Street Light at Koppikar road to Durgadbail Circle of hubli division,25-Sep-14,471500,17-Dec-14,471500
71,4073,25-Aug-14,53987,AHEAD-100Cr.,Ahead-100 cr. Phase-2,"Centre Stage, Chamarajpet, Bangalore","ºÀÄ§â½î «¨sÁUÀzÀ PÀ£ÀßqÀ ¨sÀªÀ£À ªÀÄvÀÄÛ PÀ£Éé£ï±À£ï ¸ÉAlgïUÀ¼À ¦ĂoÉÆĂ¥ÀPÀgÀtUÀ¼ÀÄ, ¸ËAqï ¹¸ÀÖªÀiï EvÁå¢UÀ¼À ªÀåªÀ¸ÉÜ ªÀiÁqÀÄªÀzÀÄ.","Providing and fixing furnitures, soun system & other arrangements etc to kannada Bhavan & Convention Center.",06-Sep-14,5870782,19-Dec-14,5870782
72,2482,27-Jun-14,60326,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Midmac Infrastrucutre Pvt Ltd. (S.K.S),ºÀÄ.«.ªÁqÀđ £ÀA 35 gÀ ®QëĂ ªÉĂ©ædÓ ¢AzÀ ¸ÀªÁAiÀi UÀAzÀgÀªÀđ ºÁ¯ï ªÀgÉUÉ. gÀ¸ÉÛ PÁªÀÄUÁj.,Regarding Road Metaling Work At Laxmi Weigh Bridge To Savai Gandharava Hall.ward in 35.,12-Aug-14,499701,29-Jan-15,499701
73,5169,27-Sep-14,46803,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Mahalingashetti and Company Ltd,"1) ªÀÄºÁ«ĂgÀ PÁ®¤ gÀ¸ÉÛUÀ¼À£ÀÄß qÁA§jĂPÀgÀt ªÀiÁqÀÄªÀzÀÄ 2) vÉÆgÀ« ºÀPÀ̀® 1,2 ªÀÄvÀÄÛ 3 PÁæ¸ï£À°è gÀ¸ÉÛUÀ½UÉ qÁA§jĂPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ.",Package No.5 Asphalting to roads at Mahaveer colony.,09-Oct-14,3518726,29-Jan-15,3518726
74,5286,01-Oct-14,47786,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Raju H M,1) ºÀÄ.«.ªÁ.£ÀA.57 gÀ JgÀqÉwÛ£ÀªÀÄoÀ vÀ©Ă§ gÀ¸ÉÛ C©üªÀÈ¢̃ ªÀiÁqÀÄªÀzÀÄ. 2) ºÀÄ.«.ªÁ.£ÀA.57 gÀ ±ÁAw¤PÉĂvÀ£À PÁ®¤ gÀ¸ÉÛ C©üªÀÈ¢Ư ªÀiÁqÀÄªÀÅzÀÄ. 3) ºÀÄ.«.ªÁ.£ÀA.57 gÀ «ĂgÁ¥ÀÆgÀ NtÂ PÀ£ÀßqÀ ±Á¯É £ÀA 4gÀ gÀ¸ÉÛ C©üªÀÈ¢Ư ªÀÄqÀÄªÀÅzÀÄ.,1) Devolopment of Eredettinmath tabib road at ward No. 57  2) Development of Shantiniketan Colony Raod Ward No 57 3) Development of Veerapur Oni Kannada School No 4 Road Ward No 57,25-Oct-14,964997,29-Jan-15,964997
75,5333,09-Oct-14,55739,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Ishwaragouda .S. Patil,ºÀÄ.«.ªÁqÀđ £ÀA 37 gÀ D£ÀAzÀ £ÀUÀgÀ ªÀÄAdÄ£ÁxÀ £ÀUÀgÀ gÉÆĂqÀ gÀ¸ÉÛ PÁªÀÄUÁj.,Regarding RoadMetaling Work At Anand Nagar Manjunath Nagar. war in 37,30-Oct-14,398843,29-Jan-15,398843
76,3062,18-Jul-14,46707,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Shetty N I,eÉÆĂUÉ¯Áè¥ÀÆgÀ UÁæªÀÄzÀ°è ªÀÄÄRå gÀ¸ÉÛ ºÁUÀÆ G¥À gÀ¸ÉÛUÀ¼À£ÀÄß ¸ÀÄzsÁgÀuÉ ªÀiÁqÀÄªÀzÀÄ.,Improvements to main roads and other roads in Jogellapur village Dharawad,20-Aug-14,2797624,01-Feb-15,2797624
77,3524,05-Aug-14,46811,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Mahalingashetti and Company Ltd,1) UÉÆĂ¥À£ÀPÉÆ¥Àà UÁæªÀÄzÀ gÀ¸ÉÛUÀ¼À ¸ÀÄzsÁgÀuÉ ªÀiÁqÀÄªÀzÀÄ. 2) PÉJ¸ïDgïn¹ r¥ÉÆĂ ªÀÄÄAzÀÄUÀqÉ gÀ¸ÉÛ ¸ÀÄzsÁgÀuÉ ªÀiÁqÀÄªÀÅzÀÄ.,"Package - 56, 1) Improvements to Gopanakoppa Village roads. 2) Improvements to Road Near KSRTC Depot.",05-Sep-14,420905,01-Feb-15,420905
78,6937,02-Dec-14,61273,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Shibhargatti Z.T,zsÁ.«.ªÁqÀđ £ÀA 13gÀ®° ¨Á«PÀnÖ ¥ÁèlzÀ°è £ÉgÉ ºÁªÀ½ vÀqÉ PÁªÀÄUÁj ºÁUÀÆ zsÁ.«.ªÁqÀđ £ÀA 17 gÀ°èAiÀÄ ®AUÉÆĂn PÉgÉ §®§¢UÉ ¨Á«PÀnÖ ¥ÁèlUÀ¼À £Á¯ÁPÉ̀ vÀqÀUÉÆĂqÉ PÀlÄÖªÀÅzÀÄ,Flood Relief works at Bhavikatti Plot of Dharwad in ward nO 15 and Construction of Retaining wall at Bhavikatti Plot on right side of langoti lake,04-Dec-14,4421215,01-Feb-15,4421215
79,397,25-Apr-14,51910,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Halappa. H. Doddamani,ºÉÆ¸ÀAiÀÄ¯Áè¥ÀÆgÀ (»AzÀÄ) ¸Àä±Á£À C©üªÀÈ¢̃.  (EAqÉAmï £ÀA 5264),Improvements to Hosayallapur (Hindu) Burial Ground . (Indent No -5264),17-Jun-14,330851,02-Feb-15,330851
80,2603,30-Jun-14,60691,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Shetty N I,1) £ÀÄVÎPÉĂj UÁæªÀÄzÀ gÀ¸ÉÛ ¸ÀÄzsÁgÀuÉ. 2) ¸ÀvÀÆÛgÀ UÁæªÀÄ M¼ÀgÀ¸ÉÛUÀ½UÉ qÁA§jĂPÀgÀt. 3) zsÁgÀªÁqÀzÀ°è §gÀÄªÀ JwÛ£ÀUÀÄqÀØ UÁæªÀÄzÀ gÀ¸ÉÛ ¸ÀÄzsÁgÀuÉ. 4) zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÁqÀđ £ÀA.22 gÀ ElUÀnÖ UÁæªÀÄzÀ gÀ¸ÉÛ ºÁUÀÆ vÉgÉzÀ ZÀgÀAr ¤ªÀiÁđt.,1) Improvements Nuggikeri Village Roades. 2)Imp Rds of Sattur Village. 3) Imp to rds of Yattingudda Village. 4) Im to rds and drain of Ittigatti Village in ward No. 22,27-Aug-14,1441379,02-Feb-15,1441379
81,5332,09-Oct-14,55753,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Ishwaragouda .S. Patil,ºÀÄ.«.ªÁqÀđ £ÀA 36 gÀ UÉÆPÀÄ® gÀ¸ÉÛ¬ÄAzÀ PÀÄªÀiÁgÀªÁå¸À £ÀUÀgÀ ¢AzÀ gÉĂtÄPÁ £ÀUÀgÀ UÁA¢ü £ÀUÀgÀ. gÀ¸ÉÛ PÁªÀÄUÁj.,Regarding Road Metaling Work At Gokul Road Kumarvyasa Nagar ward in 36.,30-Oct-14,444696,02-Feb-15,444696
82,4787,16-Sep-14,57198,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Doddamani N.M.,dªÀ½ NtÂ ¸Àä±Á£À C©üªÀÈ¢̃.,Improvements to Javali Oni Burial Ground at hubli.,31-Oct-14,924477,02-Feb-15,924477
83,6539,19-Nov-14,64597,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Devagiri Electricals,ºÀÄ.«.ªÁ.£ÀA. 27 gÀ°èAiÀÄ GtPÀ¯ï nA§gÀAiÀiÁqÀđzÀ gÀÄzÀæ¨sÀÆ«ÄAiÀÄ°è PÀA§UÀ¼À£ÀÄß ºÁQ ©Ă¢ ¢Ă¥ÀzÀ ¯ÉÊ£À£ÀÄß J¼ÉzÀÄ J¯ï.E.r. ©Ă¢ ¢Ă¥ÀUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,"Suppling and fixing of LED Street Light at Unkal Timber yard, Rudarbhoomi of ward no. 27 Hubli division.",20-Nov-14,193637,02-Feb-15,193637
84,6545,19-Nov-14,64594,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Devagiri Electricals,ºÀÄ.«.ªÁ.£ÀA. 27 gÀ°èAiÀÄ NA £ÀUÀgÀzÀ GzÁå£ÀªÀ£ÀzÀ°è 1 «Ä¤ ºÉÊªÀiÁ¸ïÖ ¢Ă¥À ºÁUÀÆ ¹zÀƯUÀAUÁ£ÀUÀgÀzÀ GzÁå£ÀªÀ£ÀzÀ ¸ÀÄvÀÛ®Æ ©Ă¢ ¢Ă¥ÀUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Instalation of 1 Mini highmast at Om nagar Garden and street Light at Sidhganga nagar garden of ward no. 27 Hubli division.,20-Nov-14,96963,02-Feb-15,96963
85,6541,19-Nov-14,64595,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Devagiri Electricals,ºÀÄ.«.ªÁ.£ÀA. 27 gÀ°èAiÀÄ «zÁå£ÀUÀgÀzÀ gÀÄzÀæ¨sÀÆ«ÄAiÀÄ°è PÀA§UÀ¼À£ÀÄß ºÁQ ©Ă¢ ¢Ă¥ÀzÀ ¯ÉÊ£À£ÀÄß J¼ÉzÀÄ J¯ï.E.r. ©Ă¢ ¢Ă¥ÀUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Installation of pole and Supplying and fixing of LED Street Light at vidayanagar Rudarbhoomi of ward no. 27 Hubli division.,20-Nov-14,337922,02-Feb-15,337922
86,6540,19-Nov-14,64528,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Devagiri Electricals,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA.47 gÀ°è §gÀÄªÀ ºÀÄ§â½-zsÁgÀªÁqÀ ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ºÀÄ§â½î «¨sÁUÀzÀ ªÀÄÄRå PÀbÉĂjUÀ¼À°ègÀÄªÀ lÆå§ ¯ÉÊl PÁ¥Àgï ¨Áè¸ÀÖ£ÀÄß vÉUÉzÀÄ J£Àfđ ¸ÉĂ«AUï J¯ÉPÁÖ¤Pï ¨Áè¸ÀÖ C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Replacement existing copper ballasts with Energy efficient Electronic Ballasts in Hubli-Dharwad Municipal Corporations Ward no. 47 hubli division.,20-Nov-14,501150,02-Feb-15,501150
87,6542,19-Nov-14,64589,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Devagiri Electricals,ºÀÄ.«.ªÁ.£ÀA. 27 gÀ°èAiÀÄ GtPÀ¯ï nA§gÀAiÀiÁqÀđzÀ ªÀÄÄ¹èA ¸ÀªÀiÁdzÀ gÀÄzÀæ¨sÀÆ«ÄAiÀÄ°è PÀA§UÀ¼À£ÀÄß ºÁQ ©Ă¢ ¢Ă¥ÀzÀ ¯ÉÊ£À£ÀÄß J¼ÉzÀÄ J¯ï.E.r. ©Ă¢ ¢Ă¥ÀUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Installation of Pole at Unkla Timber yard muslim Rudarbhoomi of ward no. 27 Hubli division.,20-Nov-14,118544,02-Feb-15,118544
88,7036,03-Dec-14,45226,AHEAD-100Cr.,Ahead-100 cr. Phase-2,M/s N. S. Nayak and Sons,¥ÀzÀägÁd£ÀUÀgÀ J®è M¼ÀgÀ¸ÉÛUÀ¼À£ÀÄß C©üªÀÈ¢̃UÉÆ½¸ÀÄªÀÅzÀÄ.,upgradation of padmarajnagar all interior roads  Ward No 40,16-Dec-14,5122533,02-Feb-15,5122533
89,2010,17-Jun-14,58102,AHEAD-100Cr.,Ahead-100 cr. Phase-2,Midmac Infrastrucutre Pvt Ltd. (S.K.S),ºÀÄ.«.ªÁqÀđ £ÀA 23 ªÀÄvÀÄÛ 24 gÀ £ÀªÀ£ÀUÀgÀ J£ï.JZï4  ¢AzÀ UÁªÀÄ£ÀUÀnÖ ªÀgÉUÉ.,Regarding Road Metaling Work At Navangar NH4 To Gamangatti ward in 23 & 24.,04-Jul-14,1389683,12-Feb-15,1389683
